"LOCATION","Country","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag.Codes"
"SVK","Slovakia","HUR","TOT","PC_LF","M","2020-02",6,""
"SVK","Slovakia","HUR","TOT","PC_LF","M","2020-08",7.2,""
"SVK","Slovakia","HUR","TOT","PC_LF","M","2019-03",5.8,""
"SVK","Slovakia","HUR","TOT","PC_LF","M","2019-04",5.8,""
"SVK","Slovakia","HUR","TOT","PC_LF","M","2019-05",5.7,""
"SVK","Slovakia","HUR","TOT","PC_LF","M","2020-12",7,""
"SVK","Slovakia","HUR","TOT","PC_LF","M","2020-09",7,""
"SVK","Slovakia","HUR","TOT","PC_LF","M","2020-10",7.1,""
"SVK","Slovakia","HUR","TOT","PC_LF","M","2020-11",7.1,""
"SVK","Slovakia","HUR","TOT","PC_LF","M","2019-09",5.7,""
"SVK","Slovakia","HUR","TOT","PC_LF","M","2019-11",5.6,""
"SVK","Slovakia","HUR","TOT","PC_LF","M","2019-12",5.6,""
"SVK","Slovakia","HUR","TOT","PC_LF","M","2019-08",5.8,""
"SVK","Slovakia","HUR","TOT","PC_LF","M","2019-06",5.8,""
"SVK","Slovakia","HUR","TOT","PC_LF","M","2019-07",5.8,""
"SVK","Slovakia","HUR","TOT","PC_LF","M","2019-10",5.7,""
"SVN","Slovenia","HUR","TOT","PC_LF","M","2019-09",4.7,""
"SVN","Slovenia","HUR","TOT","PC_LF","M","2019-06",4.5,""
"SVN","Slovenia","HUR","TOT","PC_LF","M","2019-07",4.8,""
"SVN","Slovenia","HUR","TOT","PC_LF","M","2019-08",4.9,""
"SVN","Slovenia","HUR","TOT","PC_LF","M","2020-05",5.5,""
"SVN","Slovenia","HUR","TOT","PC_LF","M","2020-06",5.4,""
"SVN","Slovenia","HUR","TOT","PC_LF","M","2020-07",5.2,""
"SVN","Slovenia","HUR","TOT","PC_LF","M","2020-08",5.2,""
"SVN","Slovenia","HUR","TOT","PC_LF","M","2020-09",5,""
"SVN","Slovenia","HUR","TOT","PC_LF","M","2020-10",4.9,""
"SVN","Slovenia","HUR","TOT","PC_LF","M","2019-10",4.4,""
"SVN","Slovenia","HUR","TOT","PC_LF","M","2020-03",4.4,""
"SVN","Slovenia","HUR","TOT","PC_LF","M","2020-04",5.3,""
"SVN","Slovenia","HUR","TOT","PC_LF","M","2019-03",4.4,""
"SVN","Slovenia","HUR","TOT","PC_LF","M","2019-04",4.3,""
"SVN","Slovenia","HUR","TOT","PC_LF","M","2019-05",4.3,""
"SVN","Slovenia","HUR","TOT","PC_LF","M","2019-11",4.1,""
"SVN","Slovenia","HUR","TOT","PC_LF","M","2019-12",3.8,""
"SVN","Slovenia","HUR","TOT","PC_LF","M","2020-01",4.1,""
"SVN","Slovenia","HUR","TOT","PC_LF","M","2020-02",4.2,""
"SVN","Slovenia","HUR","TOT","PC_LF","M","2019-01",4.5,""
"SVN","Slovenia","HUR","TOT","PC_LF","M","2019-02",4.5,""
"SVN","Slovenia","HUR","TOT","PC_LF","M","2020-12",4.7,""
"SVN","Slovenia","HUR","TOT","PC_LF","M","2020-11",4.9,""
"SWE","Sweden","HUR","TOT","PC_LF","M","2019-06",6.5,""
"SWE","Sweden","HUR","TOT","PC_LF","M","2019-07",7,""
"SWE","Sweden","HUR","TOT","PC_LF","M","2019-08",7.1,""
"SWE","Sweden","HUR","TOT","PC_LF","M","2020-06",9.2,""
"SWE","Sweden","HUR","TOT","PC_LF","M","2020-07",9.1,""
"SWE","Sweden","HUR","TOT","PC_LF","M","2020-08",9.1,""
"SWE","Sweden","HUR","TOT","PC_LF","M","2020-09",8.9,""
"SWE","Sweden","HUR","TOT","PC_LF","M","2019-09",6.7,""
"SWE","Sweden","HUR","TOT","PC_LF","M","2019-10",6.7,""
"SWE","Sweden","HUR","TOT","PC_LF","M","2019-11",7.5,""
"SWE","Sweden","HUR","TOT","PC_LF","M","2020-04",7.9,""
"SWE","Sweden","HUR","TOT","PC_LF","M","2020-05",8.4,""
"SWE","Sweden","HUR","TOT","PC_LF","M","2019-03",7.3,""
"SWE","Sweden","HUR","TOT","PC_LF","M","2019-04",6.4,""
"SWE","Sweden","HUR","TOT","PC_LF","M","2019-05",6.6,""
"SWE","Sweden","HUR","TOT","PC_LF","M","2019-12",6.6,""
"SWE","Sweden","HUR","TOT","PC_LF","M","2020-01",7.2,""
"SWE","Sweden","HUR","TOT","PC_LF","M","2020-10",8.6,""
"SWE","Sweden","HUR","TOT","PC_LF","M","2020-11",8.3,""
"SWE","Sweden","HUR","TOT","PC_LF","M","2019-01",6.2,""
"SWE","Sweden","HUR","TOT","PC_LF","M","2019-02",6.8,""
"SWE","Sweden","HUR","TOT","PC_LF","M","2020-02",7.6,""
"SWE","Sweden","HUR","TOT","PC_LF","M","2020-03",6.7,""
"SWE","Sweden","HUR","TOT","PC_LF","M","2020-12",8.7,""
"TUR","Turkey","HUR","TOT","PC_LF","M","2019-10",13.6,""
"TUR","Turkey","HUR","TOT","PC_LF","M","2019-11",13.2,""
"TUR","Turkey","HUR","TOT","PC_LF","M","2019-08",14.1,""
"TUR","Turkey","HUR","TOT","PC_LF","M","2019-09",13.9,""
"TUR","Turkey","HUR","TOT","PC_LF","M","2020-02",12.6,""
"TUR","Turkey","HUR","TOT","PC_LF","M","2019-07",14.2,""
"TUR","Turkey","HUR","TOT","PC_LF","M","2019-12",13.1,""
"TUR","Turkey","HUR","TOT","PC_LF","M","2020-01",12.6,""
"TUR","Turkey","HUR","TOT","PC_LF","M","2020-06",14.3,""
"TUR","Turkey","HUR","TOT","PC_LF","M","2020-07",13.8,""
"TUR","Turkey","HUR","TOT","PC_LF","M","2020-04",13.6,""
"TUR","Turkey","HUR","TOT","PC_LF","M","2020-05",14,""
"TUR","Turkey","HUR","TOT","PC_LF","M","2020-10",12.9,""
"TUR","Turkey","HUR","TOT","PC_LF","M","2019-03",13.8,""
"TUR","Turkey","HUR","TOT","PC_LF","M","2020-08",13.3,""
"TUR","Turkey","HUR","TOT","PC_LF","M","2020-09",12.7,""
"TUR","Turkey","HUR","TOT","PC_LF","M","2019-02",13.6,""
"TUR","Turkey","HUR","TOT","PC_LF","M","2020-03",12.9,""
"TUR","Turkey","HUR","TOT","PC_LF","M","2019-01",13.4,""
"TUR","Turkey","HUR","TOT","PC_LF","M","2019-06",13.9,""
"TUR","Turkey","HUR","TOT","PC_LF","M","2019-04",13.8,""
"TUR","Turkey","HUR","TOT","PC_LF","M","2019-05",13.9,""
"USA","United States of America","HUR","TOT","PC_LF","M","2020-08",8.4,""
"USA","United States of America","HUR","TOT","PC_LF","M","2020-09",7.8,""
"USA","United States of America","HUR","TOT","PC_LF","M","2019-04",3.7,""
"USA","United States of America","HUR","TOT","PC_LF","M","2019-05",3.7,""
"USA","United States of America","HUR","TOT","PC_LF","M","2019-06",3.6,""
"USA","United States of America","HUR","TOT","PC_LF","M","2019-07",3.6,""
"USA","United States of America","HUR","TOT","PC_LF","M","2020-10",6.9,""
"USA","United States of America","HUR","TOT","PC_LF","M","2020-11",6.7,""
"USA","United States of America","HUR","TOT","PC_LF","M","2020-12",6.7,""
"USA","United States of America","HUR","TOT","PC_LF","M","2020-03",4.4,""
"USA","United States of America","HUR","TOT","PC_LF","M","2020-04",14.8,""
"USA","United States of America","HUR","TOT","PC_LF","M","2020-05",13.3,""
"USA","United States of America","HUR","TOT","PC_LF","M","2020-06",11.1,""
"USA","United States of America","HUR","TOT","PC_LF","M","2020-07",10.2,""
"USA","United States of America","HUR","TOT","PC_LF","M","2021-01",6.3,""
"USA","United States of America","HUR","TOT","PC_LF","M","2019-08",3.7,""
"USA","United States of America","HUR","TOT","PC_LF","M","2019-09",3.5,""
"USA","United States of America","HUR","TOT","PC_LF","M","2019-10",3.6,""
"USA","United States of America","HUR","TOT","PC_LF","M","2019-01",4,""
"USA","United States of America","HUR","TOT","PC_LF","M","2019-12",3.6,""
"USA","United States of America","HUR","TOT","PC_LF","M","2020-01",3.5,""
"USA","United States of America","HUR","TOT","PC_LF","M","2020-02",3.5,""
"USA","United States of America","HUR","TOT","PC_LF","M","2019-02",3.8,""
"USA","United States of America","HUR","TOT","PC_LF","M","2019-03",3.8,""
"USA","United States of America","HUR","TOT","PC_LF","M","2019-11",3.6,""
